NDC,MKTED_PROD_NM,GPI10_DESC,GPI,GPI_DESC,DOSAGE_FORM_CD,ROUTE_ADM_CD,USC_CD,USC_DESC,STRNT_DESC,TPTY_RECV_ADD_DT,OBSOLETE_DT,CMF_PROD_NBR,CMF_PPK_NBR,MKTDEF_NM,PROD_CUSTOM_LVL1_DESC,PROD_CUSTOM_LVL2_DESC,DISPLAY_ORDER_NBR
00781152610,POTASSIUM CHLORIDE CR,POTASSIUM CHLORIDE,79700030000430,Potassium Chloride Tab CR 10 mEq,TBCR,OR,60110,POTASSIUM CHLORIDE,10 MEQ,09/28/1999,,1536960,1536960019,OTHER PPP TREATMENTS,2,POTASSIUM,3
00781152601,POTASSIUM CHLORIDE CR,POTASSIUM CHLORIDE,79700030000430,Potassium Chloride Tab CR 10 mEq,TBCR,OR,60110,POTASSIUM CHLORIDE,10 MEQ,09/28/1999,,1536960,1536960019,OTHER PPP TREATMENTS,2,POTASSIUM,3
00440811004,POTASSIUM CHLORIDE CR,POTASSIUM CHLORIDE,79700030000430,Potassium Chloride Tab CR 10 mEq,TBCR,OR,60110,POTASSIUM CHLORIDE,10 MEQ,04/11/2008,12/01/2015,1324409,1324409005,OTHER PPP TREATMENTS,2,POTASSIUM,3
00440811091,POTASSIUM CHLORIDE CR,POTASSIUM CHLORIDE,79700030000430,Potassium Chloride Tab CR 10 mEq,TBCR,OR,60110,POTASSIUM CHLORIDE,10 MEQ,03/05/2009,01/01/2009,,,OTHER PPP TREATMENTS,2,POTASSIUM,3
00440811095,POTASSIUM CHLORIDE CR,POTASSIUM CHLORIDE,79700030000430,Potassium Chloride Tab CR 10 mEq,TBCR,OR,60110,POTASSIUM CHLORIDE,10 MEQ,01/16/2008,12/01/2015,1324409,1324409005,OTHER PPP TREATMENTS,2,POTASSIUM,3
00440810960,POTASSIUM CHLORIDE CR,POTASSIUM CHLORIDE,79700030000420,Potassium Chloride Tab CR 8 mEq,TBCR,OR,60110,POTASSIUM CHLORIDE,8 MEQ,12/01/2001,,1324409,1324409001,OTHER PPP TREATMENTS,2,POTASSIUM,3
00440810930,POTASSIUM CHLORIDE CR,POTASSIUM CHLORIDE,79700030000420,Potassium Chloride Tab CR 8 mEq,TBCR,OR,60110,POTASSIUM CHLORIDE,8 MEQ,12/01/2001,,1324409,1324409001,OTHER PPP TREATMENTS,2,POTASSIUM,3
00440810990,POTASSIUM CHLORIDE CR,POTASSIUM CHLORIDE,79700030000420,Potassium Chloride Tab CR 8 mEq,TBCR,OR,60110,POTASSIUM CHLORIDE,8 MEQ,12/01/2001,,1324409,1324409001,OTHER PPP TREATMENTS,2,POTASSIUM,3
00440810992,POTASSIUM CHLORIDE CR,POTASSIUM CHLORIDE,79700030000420,Potassium Chloride Tab CR 8 mEq,TBCR,OR,60110,POTASSIUM CHLORIDE,8 MEQ,12/01/2001,,1324409,1324409001,OTHER PPP TREATMENTS,2,POTASSIUM,3
00677081907,POTASSIUM EFFERVESCENT,POTASSIUM BICARBONATE,79700020000810,Potassium Bicarbonate Effer Tab 25 mEq,TBEF,OR,60120,"POTASSIUM SUPPLEMENTS, OTHERS",25 MEQ,03/01/1983,,1535787,1535787001,OTHER PPP TREATMENTS,2,POTASSIUM,3
11694014301,POTASSIMIN,POTASSIUM,79700005000307,Potassium Tab 75 MG,TABS,OR,60120,"POTASSIUM SUPPLEMENTS, OTHERS",75 MG,07/25/2008,,,,OTHER PPP TREATMENTS,2,POTASSIUM,3
11161098037,POTASSIUM,POTASSIUM,79700005000310,Potassium Tab 99 MG,TABS,OR,60120,"POTASSIUM SUPPLEMENTS, OTHERS",99 MG,,,,,OTHER PPP TREATMENTS,2,POTASSIUM,3
74312001310,POTASSIUM,POTASSIUM,79700005000310,Potassium Tab 99 MG,TABS,OR,60120,"POTASSIUM SUPPLEMENTS, OTHERS",99 MG,,,,,OTHER PPP TREATMENTS,2,POTASSIUM,3
11694089401,POTASSIUM,POTASSIUM,79700005000310,Potassium Tab 99 MG,TABS,OR,60120,"POTASSIUM SUPPLEMENTS, OTHERS",99 MG,08/17/2007,,,,OTHER PPP TREATMENTS,2,POTASSIUM,3
48107004973,POTASSIUM,POTASSIUM,79700005000310,Potassium Tab 99 MG,TABS,OR,60120,"POTASSIUM SUPPLEMENTS, OTHERS",99 MG,06/09/2008,,1535781,1535781001,OTHER PPP TREATMENTS,2,POTASSIUM,3
30768000405,POTASSIUM,POTASSIUM,79700005000310,Potassium Tab 99 MG,TABS,OR,60120,"POTASSIUM SUPPLEMENTS, OTHERS",99 MG,04/21/2009,,,,OTHER PPP TREATMENTS,2,POTASSIUM,3
37205017478,POTASSIUM,POTASSIUM,79700005000310,Potassium Tab 99 MG,TABS,OR,60120,"POTASSIUM SUPPLEMENTS, OTHERS",99 MG,01/31/2005,,1535770,1535770005,OTHER PPP TREATMENTS,2,POTASSIUM,3
74312001110,POTASSIUM,POTASSIUM,79700005000310,Potassium Tab 99 MG,TABS,OR,60120,"POTASSIUM SUPPLEMENTS, OTHERS",99 MG,12/01/1985,,1155817,1155817001,OTHER PPP TREATMENTS,2,POTASSIUM,3
17204035940,POTASSIUM,POTASSIUM,79700005000310,Potassium Tab 99 MG,TABS,OR,60120,"POTASSIUM SUPPLEMENTS, OTHERS",99 MG,11/01/1986,,,,OTHER PPP TREATMENTS,2,POTASSIUM,3
00904535352,POTASSIUM,POTASSIUM GLUCONATE,79700050000415,Potassium Gluconate Tab CR 570 MG (95 MG Equiv K),TBCR,OR,60120,"POTASSIUM SUPPLEMENTS, OTHERS",95 MG,10/09/1998,08/23/2012,1536129,1536129003,OTHER PPP TREATMENTS,2,POTASSIUM,3
94604021350,POTASSIUM,POTASSIUM,79700005000310,Potassium Tab 99 MG,TABS,OR,60120,"POTASSIUM SUPPLEMENTS, OTHERS",99 MG,03/01/1996,,,,OTHER PPP TREATMENTS,2,POTASSIUM,3
49614023978,POTASSIUM,POTASSIUM,79700005000310,Potassium Tab 99 MG,TABS,OR,60120,"POTASSIUM SUPPLEMENTS, OTHERS",99 MG,11/01/1997,,1999980,1999980001,OTHER PPP TREATMENTS,2,POTASSIUM,3
00904323060,POTASSIUM,POTASSIUM,79700005000307,Potassium Tab 75 MG,TABS,OR,60120,"POTASSIUM SUPPLEMENTS, OTHERS",75 MG,02/01/1991,,1535778,1535778001,OTHER PPP TREATMENTS,2,POTASSIUM,3
88395005231,POTASSIUM,POTASSIUM,79700005000310,Potassium Tab 99 MG,TABS,OR,60120,"POTASSIUM SUPPLEMENTS, OTHERS",99 MG,06/02/2009,,,,OTHER PPP TREATMENTS,2,POTASSIUM,3
54458094610,POTASSIUM,POTASSIUM,79700005000310,Potassium Tab 99 MG,TABS,OR,60120,"POTASSIUM SUPPLEMENTS, OTHERS",99 MG,08/14/2007,,1999980,1999980001,OTHER PPP TREATMENTS,2,POTASSIUM,3
00440810991,POTASSIUM CHLORIDE CR,POTASSIUM CHLORIDE,79700030000420,Potassium Chloride Tab CR 8 mEq,TBCR,OR,60110,POTASSIUM CHLORIDE,8 MEQ,12/01/2001,,1324409,1324409001,OTHER PPP TREATMENTS,2,POTASSIUM,3
58177020211,POTASSIUM CHLORIDE CR,POTASSIUM CHLORIDE MICROENCAPSULATED CRYSTALS CR,79700030100440,Potassium Chloride Microencapsulated Crys CR Tab 20 mEq,TBCR,OR,60110,POTASSIUM CHLORIDE,20 MEQ,04/05/2002,08/27/2009,1324408,1324408012,OTHER PPP TREATMENTS,2,POTASSIUM,3
58177066708,POTASSIUM CHLORIDE CR,POTASSIUM CHLORIDE,79700030000205,Potassium Chloride Cap CR 8 mEq,CPCR,OR,60110,POTASSIUM CHLORIDE,8 MEQ,08/15/2008,08/27/2009,1324408,1324408026,OTHER PPP TREATMENTS,2,POTASSIUM,3
58177066704,POTASSIUM CHLORIDE CR,POTASSIUM CHLORIDE,79700030000205,Potassium Chloride Cap CR 8 mEq,CPCR,OR,60110,POTASSIUM CHLORIDE,8 MEQ,08/15/2008,08/27/2009,1324408,1324408026,OTHER PPP TREATMENTS,2,POTASSIUM,3
60346045362,POTASSIUM CHLORIDE CR,POTASSIUM CHLORIDE,79700030000420,Potassium Chloride Tab CR 8 mEq,TBCR,OR,60110,POTASSIUM CHLORIDE,8 MEQ,,,,,OTHER PPP TREATMENTS,2,POTASSIUM,3
65243033703,POTASSIUM CHLORIDE CR,POTASSIUM CHLORIDE MICROENCAPSULATED CRYSTALS CR,79700030100440,Potassium Chloride Microencapsulated Crys CR Tab 20 mEq,TBCR,OR,60110,POTASSIUM CHLORIDE,20 MEQ,02/28/2008,,1324434,1324434004,OTHER PPP TREATMENTS,2,POTASSIUM,3
65243031503,POTASSIUM CHLORIDE CR,POTASSIUM CHLORIDE MICROENCAPSULATED CRYSTALS CR,79700030100440,Potassium Chloride Microencapsulated Crys CR Tab 20 mEq,TBCR,OR,60110,POTASSIUM CHLORIDE,20 MEQ,11/16/2006,,1324434,1324434004,OTHER PPP TREATMENTS,2,POTASSIUM,3
00093531105,POTASSIUM CHLORIDE CR,POTASSIUM CHLORIDE MICROENCAPSULATED CRYSTALS CR,79700030100440,Potassium Chloride Microencapsulated Crys CR Tab 20 mEq,TBCR,OR,60110,POTASSIUM CHLORIDE,20 MEQ,09/19/2003,02/17/2009,1536779,1536779012,OTHER PPP TREATMENTS,2,POTASSIUM,3
00093531110,POTASSIUM CHLORIDE CR,POTASSIUM CHLORIDE MICROENCAPSULATED CRYSTALS CR,79700030100440,Potassium Chloride Microencapsulated Crys CR Tab 20 mEq,TBCR,OR,60110,POTASSIUM CHLORIDE,20 MEQ,09/19/2003,02/05/2010,1536779,1536779012,OTHER PPP TREATMENTS,2,POTASSIUM,3
51138043810,KLOR-CON M20,POTASSIUM CHLORIDE MICROENCAPSULATED CRYSTALS CR,79700030100440,Potassium Chloride Microencapsulated Crys CR Tab 20 mEq,TBCR,OR,60110,POTASSIUM CHLORIDE,20 MEQ,10/04/2011,10/31/2014,1367091,1367091001,OTHER PPP TREATMENTS,2,POTASSIUM,3
43353098873,KLOR-CON M20,POTASSIUM CHLORIDE MICROENCAPSULATED CRYSTALS CR,79700030100440,Potassium Chloride Microencapsulated Crys CR Tab 20 mEq,TBCR,OR,60110,POTASSIUM CHLORIDE,20 MEQ,06/01/2016,,1367091,1367091001,OTHER PPP TREATMENTS,2,POTASSIUM,3
43353098815,KLOR-CON M20,POTASSIUM CHLORIDE MICROENCAPSULATED CRYSTALS CR,79700030100440,Potassium Chloride Microencapsulated Crys CR Tab 20 mEq,TBCR,OR,60110,POTASSIUM CHLORIDE,20 MEQ,08/23/2016,,1367091,1367091001,OTHER PPP TREATMENTS,2,POTASSIUM,3
43353098892,KLOR-CON M20,POTASSIUM CHLORIDE MICROENCAPSULATED CRYSTALS CR,79700030100440,Potassium Chloride Microencapsulated Crys CR Tab 20 mEq,TBCR,OR,60110,POTASSIUM CHLORIDE,20 MEQ,10/06/2016,,1367091,1367091001,OTHER PPP TREATMENTS,2,POTASSIUM,3
43353098870,KLOR-CON M20,POTASSIUM CHLORIDE MICROENCAPSULATED CRYSTALS CR,79700030100440,Potassium Chloride Microencapsulated Crys CR Tab 20 mEq,TBCR,OR,60110,POTASSIUM CHLORIDE,20 MEQ,04/20/2015,,1367091,1367091001,OTHER PPP TREATMENTS,2,POTASSIUM,3
43353098860,KLOR-CON M20,POTASSIUM CHLORIDE MICROENCAPSULATED CRYSTALS CR,79700030100440,Potassium Chloride Microencapsulated Crys CR Tab 20 mEq,TBCR,OR,60110,POTASSIUM CHLORIDE,20 MEQ,04/20/2015,,1367091,1367091001,OTHER PPP TREATMENTS,2,POTASSIUM,3
43353098853,KLOR-CON M20,POTASSIUM CHLORIDE MICROENCAPSULATED CRYSTALS CR,79700030100440,Potassium Chloride Microencapsulated Crys CR Tab 20 mEq,TBCR,OR,60110,POTASSIUM CHLORIDE,20 MEQ,03/11/2016,,1367091,1367091001,OTHER PPP TREATMENTS,2,POTASSIUM,3
43353098830,KLOR-CON M20,POTASSIUM CHLORIDE MICROENCAPSULATED CRYSTALS CR,79700030100440,Potassium Chloride Microencapsulated Crys CR Tab 20 mEq,TBCR,OR,60110,POTASSIUM CHLORIDE,20 MEQ,03/11/2016,,1367091,1367091001,OTHER PPP TREATMENTS,2,POTASSIUM,3
43353098880,KLOR-CON M20,POTASSIUM CHLORIDE MICROENCAPSULATED CRYSTALS CR,79700030100440,Potassium Chloride Microencapsulated Crys CR Tab 20 mEq,TBCR,OR,60110,POTASSIUM CHLORIDE,20 MEQ,04/20/2015,,1367091,1367091001,OTHER PPP TREATMENTS,2,POTASSIUM,3
15338013330,KLOR-CON M20,POTASSIUM CHLORIDE MICROENCAPSULATED CRYSTALS CR,79700030100440,Potassium Chloride Microencapsulated Crys CR Tab 20 mEq,TBCR,OR,60110,POTASSIUM CHLORIDE,20 MEQ,09/16/2008,,1367091,1367091001,OTHER PPP TREATMENTS,2,POTASSIUM,3
43353098845,KLOR-CON M20,POTASSIUM CHLORIDE MICROENCAPSULATED CRYSTALS CR,79700030100440,Potassium Chloride Microencapsulated Crys CR Tab 20 mEq,TBCR,OR,60110,POTASSIUM CHLORIDE,20 MEQ,01/28/2016,,1367091,1367091001,OTHER PPP TREATMENTS,2,POTASSIUM,3
54868538300,KLOR-CON M20,POTASSIUM CHLORIDE MICROENCAPSULATED CRYSTALS CR,79700030100440,Potassium Chloride Microencapsulated Crys CR Tab 20 mEq,TBCR,OR,60110,POTASSIUM CHLORIDE,20 MEQ,08/30/2005,06/30/2011,1367091,1367091001,OTHER PPP TREATMENTS,2,POTASSIUM,3
67544034960,KLOR-CON M20,POTASSIUM CHLORIDE MICROENCAPSULATED CRYSTALS CR,79700030100440,Potassium Chloride Microencapsulated Crys CR Tab 20 mEq,TBCR,OR,60110,POTASSIUM CHLORIDE,20 MEQ,01/23/2007,,1367091,1367091001,OTHER PPP TREATMENTS,2,POTASSIUM,3
00245005890,KLOR-CON M20,POTASSIUM CHLORIDE MICROENCAPSULATED CRYSTALS CR,79700030100440,Potassium Chloride Microencapsulated Crys CR Tab 20 mEq,TBCR,OR,60110,POTASSIUM CHLORIDE,20 MEQ,07/21/2004,08/25/2014,1367091,1367091001,OTHER PPP TREATMENTS,2,POTASSIUM,3
00245005815,KLOR-CON M20,POTASSIUM CHLORIDE MICROENCAPSULATED CRYSTALS CR,79700030100440,Potassium Chloride Microencapsulated Crys CR Tab 20 mEq,TBCR,OR,60110,POTASSIUM CHLORIDE,20 MEQ,09/01/2001,08/25/2014,1367091,1367091001,OTHER PPP TREATMENTS,2,POTASSIUM,3
00245005811,KLOR-CON M20,POTASSIUM CHLORIDE MICROENCAPSULATED CRYSTALS CR,79700030100440,Potassium Chloride Microencapsulated Crys CR Tab 20 mEq,TBCR,OR,60110,POTASSIUM CHLORIDE,20 MEQ,09/01/2001,08/25/2014,1367091,1367091001,OTHER PPP TREATMENTS,2,POTASSIUM,3
00245005801,KLOR-CON M20,POTASSIUM CHLORIDE MICROENCAPSULATED CRYSTALS CR,79700030100440,Potassium Chloride Microencapsulated Crys CR Tab 20 mEq,TBCR,OR,60110,POTASSIUM CHLORIDE,20 MEQ,09/01/2001,08/25/2014,1367091,1367091001,OTHER PPP TREATMENTS,2,POTASSIUM,3
00245005889,KLOR-CON M20,POTASSIUM CHLORIDE MICROENCAPSULATED CRYSTALS CR,79700030100440,Potassium Chloride Microencapsulated Crys CR Tab 20 mEq,TBCR,OR,60110,POTASSIUM CHLORIDE,20 MEQ,07/24/2008,08/25/2014,1367091,1367091001,OTHER PPP TREATMENTS,2,POTASSIUM,3
00245005810,KLOR-CON M20,POTASSIUM CHLORIDE MICROENCAPSULATED CRYSTALS CR,79700030100440,Potassium Chloride Microencapsulated Crys CR Tab 20 mEq,TBCR,OR,60110,POTASSIUM CHLORIDE,20 MEQ,09/01/2001,08/25/2014,1367091,1367091001,OTHER PPP TREATMENTS,2,POTASSIUM,3
66758020505,KLOR-CON SPRINKLE,POTASSIUM CHLORIDE,79700030000210,Potassium Chloride Cap CR 10 mEq,CPCR,OR,60110,POTASSIUM CHLORIDE,10 MEQ,09/02/2015,,1367095,1367095002,OTHER PPP TREATMENTS,2,POTASSIUM,3
66758020501,KLOR-CON SPRINKLE,POTASSIUM CHLORIDE,79700030000210,Potassium Chloride Cap CR 10 mEq,CPCR,OR,60110,POTASSIUM CHLORIDE,10 MEQ,09/02/2015,,1367095,1367095002,OTHER PPP TREATMENTS,2,POTASSIUM,3
66758020201,KLOR-CON SPRINKLE,POTASSIUM CHLORIDE,79700030000205,Potassium Chloride Cap CR 8 mEq,CPCR,OR,60110,POTASSIUM CHLORIDE,8 MEQ,09/02/2015,,1367095,1367095001,OTHER PPP TREATMENTS,2,POTASSIUM,3
66758013034,KLOR-CON/25,POTASSIUM CHLORIDE,79700030003020,Potassium Chloride Powder Packet 25 mEq,PACK,OR,60110,POTASSIUM CHLORIDE,25 MEQ,05/11/2015,,1367086,1367086001,OTHER PPP TREATMENTS,2,POTASSIUM,3
66758013081,KLOR-CON/25,POTASSIUM CHLORIDE,79700030003020,Potassium Chloride Powder Packet 25 mEq,PACK,OR,60110,POTASSIUM CHLORIDE,25 MEQ,04/10/2015,,1367086,1367086001,OTHER PPP TREATMENTS,2,POTASSIUM,3
00245003930,KLOR-CON/EF,POTASSIUM BICARBONATE,79700020000810,Potassium Bicarbonate Effer Tab 25 mEq,TBEF,OR,60120,"POTASSIUM SUPPLEMENTS, OTHERS",25 MEQ,11/01/1985,04/08/2015,1367084,1367084001,OTHER PPP TREATMENTS,2,POTASSIUM,3
00245003901,KLOR-CON/EF,POTASSIUM BICARBONATE,79700020000810,Potassium Bicarbonate Effer Tab 25 mEq,TBEF,OR,60120,"POTASSIUM SUPPLEMENTS, OTHERS",25 MEQ,12/01/1985,03/06/2015,1367084,1367084001,OTHER PPP TREATMENTS,2,POTASSIUM,3
66758014034,KLOR-CON/EF,POTASSIUM BICARBONATE,79700020000810,Potassium Bicarbonate Effer Tab 25 mEq,TBEF,OR,60120,"POTASSIUM SUPPLEMENTS, OTHERS",25 MEQ,04/10/2015,,1367084,1367084001,OTHER PPP TREATMENTS,2,POTASSIUM,3
66758014081,KLOR-CON/EF,POTASSIUM BICARBONATE,79700020000810,Potassium Bicarbonate Effer Tab 25 mEq,TBEF,OR,60120,"POTASSIUM SUPPLEMENTS, OTHERS",25 MEQ,04/22/2015,,1367084,1367084001,OTHER PPP TREATMENTS,2,POTASSIUM,3
64011000908,MICRO-K,POTASSIUM CHLORIDE,79700030000210,Potassium Chloride Cap CR 10 mEq,CPCR,OR,60110,POTASSIUM CHLORIDE,10 MEQ,01/06/2000,08/27/2009,1418161,1418161001,OTHER PPP TREATMENTS,2,POTASSIUM,3
64011001008,MICRO-K,POTASSIUM CHLORIDE,79700030000205,Potassium Chloride Cap CR 8 mEq,CPCR,OR,60110,POTASSIUM CHLORIDE,8 MEQ,01/26/2000,08/27/2009,1418160,1418160001,OTHER PPP TREATMENTS,2,POTASSIUM,3
64011001011,MICRO-K,POTASSIUM CHLORIDE,79700030000205,Potassium Chloride Cap CR 8 mEq,CPCR,OR,60110,POTASSIUM CHLORIDE,8 MEQ,12/13/1999,08/27/2009,1418160,1418160001,OTHER PPP TREATMENTS,2,POTASSIUM,3
64011001004,MICRO-K,POTASSIUM CHLORIDE,79700030000205,Potassium Chloride Cap CR 8 mEq,CPCR,OR,60110,POTASSIUM CHLORIDE,8 MEQ,02/17/2000,,1418160,1418160001,OTHER PPP TREATMENTS,2,POTASSIUM,3
64011000904,MICRO-K,POTASSIUM CHLORIDE,79700030000210,Potassium Chloride Cap CR 10 mEq,CPCR,OR,60110,POTASSIUM CHLORIDE,10 MEQ,12/13/1999,,1418161,1418161001,OTHER PPP TREATMENTS,2,POTASSIUM,3
64011000911,MICRO-K,POTASSIUM CHLORIDE,79700030000210,Potassium Chloride Cap CR 10 mEq,CPCR,OR,60110,POTASSIUM CHLORIDE,10 MEQ,07/09/2001,08/27/2009,1418161,1418161001,OTHER PPP TREATMENTS,2,POTASSIUM,3
55289089930,MICRO-K,POTASSIUM CHLORIDE,79700030000210,Potassium Chloride Cap CR 10 mEq,CPCR,OR,60110,POTASSIUM CHLORIDE,10 MEQ,11/13/1995,08/27/2009,1418161,1418161001,OTHER PPP TREATMENTS,2,POTASSIUM,3
54868185101,MICRO-K,POTASSIUM CHLORIDE,79700030000205,Potassium Chloride Cap CR 8 mEq,CPCR,OR,60110,POTASSIUM CHLORIDE,8 MEQ,10/28/1993,08/27/2009,1418160,1418160001,OTHER PPP TREATMENTS,2,POTASSIUM,3
54569189901,POTASSIUM CHLORIDE CR,POTASSIUM CHLORIDE,79700030000420,Potassium Chloride Tab CR 8 mEq,TBCR,OR,60110,POTASSIUM CHLORIDE,8 MEQ,06/10/1991,,1324443,1324443009,OTHER PPP TREATMENTS,2,POTASSIUM,3
54569189900,POTASSIUM CHLORIDE CR,POTASSIUM CHLORIDE,79700030000420,Potassium Chloride Tab CR 8 mEq,TBCR,OR,60110,POTASSIUM CHLORIDE,8 MEQ,01/15/1990,,1324443,1324443009,OTHER PPP TREATMENTS,2,POTASSIUM,3
63629262003,POTASSIUM CHLORIDE CR,POTASSIUM CHLORIDE,79700030000420,Potassium Chloride Tab CR 8 mEq,TBCR,OR,60110,POTASSIUM CHLORIDE,8 MEQ,02/05/2009,,1324441,1324441002,OTHER PPP TREATMENTS,2,POTASSIUM,3
63629293702,POTASSIUM CHLORIDE CR,POTASSIUM CHLORIDE,79700030000430,Potassium Chloride Tab CR 10 mEq,TBCR,OR,60110,POTASSIUM CHLORIDE,10 MEQ,09/30/2010,,1324441,1324441007,OTHER PPP TREATMENTS,2,POTASSIUM,3
63629293701,POTASSIUM CHLORIDE CR,POTASSIUM CHLORIDE,79700030000430,Potassium Chloride Tab CR 10 mEq,TBCR,OR,60110,POTASSIUM CHLORIDE,10 MEQ,09/30/2010,,1324441,1324441007,OTHER PPP TREATMENTS,2,POTASSIUM,3
63629270304,POTASSIUM CHLORIDE CR,POTASSIUM CHLORIDE MICROENCAPSULATED CRYSTALS CR,79700030100440,Potassium Chloride Microencapsulated Crys CR Tab 20 mEq,TBCR,OR,60110,POTASSIUM CHLORIDE,20 MEQ,09/23/2010,,1324441,1324441003,OTHER PPP TREATMENTS,2,POTASSIUM,3
63629270303,POTASSIUM CHLORIDE CR,POTASSIUM CHLORIDE MICROENCAPSULATED CRYSTALS CR,79700030100440,Potassium Chloride Microencapsulated Crys CR Tab 20 mEq,TBCR,OR,60110,POTASSIUM CHLORIDE,20 MEQ,09/23/2010,,1324441,1324441003,OTHER PPP TREATMENTS,2,POTASSIUM,3
63629270302,POTASSIUM CHLORIDE CR,POTASSIUM CHLORIDE MICROENCAPSULATED CRYSTALS CR,79700030100440,Potassium Chloride Microencapsulated Crys CR Tab 20 mEq,TBCR,OR,60110,POTASSIUM CHLORIDE,20 MEQ,09/23/2010,,1324441,1324441003,OTHER PPP TREATMENTS,2,POTASSIUM,3
63629270301,POTASSIUM CHLORIDE CR,POTASSIUM CHLORIDE MICROENCAPSULATED CRYSTALS CR,79700030100440,Potassium Chloride Microencapsulated Crys CR Tab 20 mEq,TBCR,OR,60110,POTASSIUM CHLORIDE,20 MEQ,02/05/2009,,1324441,1324441003,OTHER PPP TREATMENTS,2,POTASSIUM,3
60429015818,POTASSIUM CHLORIDE SR,POTASSIUM CHLORIDE,79700030000420,Potassium Chloride Tab CR 8 mEq,TBCR,OR,60110,POTASSIUM CHLORIDE,8 MEQ,02/22/2002,09/01/2011,1324415,1324415001,OTHER PPP TREATMENTS,2,POTASSIUM,3
00781151601,POTASSIUM CHLORIDE SR,POTASSIUM CHLORIDE,79700030000420,Potassium Chloride Tab CR 8 mEq,TBCR,OR,60110,POTASSIUM CHLORIDE,8 MEQ,04/11/1988,,1536960,1536960007,OTHER PPP TREATMENTS,2,POTASSIUM,3
00781151610,POTASSIUM CHLORIDE SR,POTASSIUM CHLORIDE,79700030000420,Potassium Chloride Tab CR 8 mEq,TBCR,OR,60110,POTASSIUM CHLORIDE,8 MEQ,04/11/1988,,1536960,1536960007,OTHER PPP TREATMENTS,2,POTASSIUM,3
43072000484,TH POTASSIUM GLUCONATE,POTASSIUM GLUCONATE,79700050000370,Potassium Gluconate Tab 595 MG (99 MG Equiv K),TABS,OR,60120,"POTASSIUM SUPPLEMENTS, OTHERS",595 MG,05/27/2011,08/08/2015,1999980,1999980001,OTHER PPP TREATMENTS,2,POTASSIUM,3
52959065140,POTASSIUM CHLORIDE CR,POTASSIUM CHLORIDE,79700030000430,Potassium Chloride Tab CR 10 mEq,TBCR,OR,60110,POTASSIUM CHLORIDE,10 MEQ,10/08/2001,,,,OTHER PPP TREATMENTS,2,POTASSIUM,3
52959065120,POTASSIUM CHLORIDE CR,POTASSIUM CHLORIDE,79700030000430,Potassium Chloride Tab CR 10 mEq,TBCR,OR,60110,POTASSIUM CHLORIDE,10 MEQ,10/08/2001,,1430531,1430531004,OTHER PPP TREATMENTS,2,POTASSIUM,3
52959084230,POTASSIUM CHLORIDE CR,POTASSIUM CHLORIDE MICROENCAPSULATED CRYSTALS CR,79700030100430,Potassium Chloride Microencapsulated Crys CR Tab 10 mEq,TBCR,OR,60110,POTASSIUM CHLORIDE,10 MEQ,04/11/2006,,1430531,1430531002,OTHER PPP TREATMENTS,2,POTASSIUM,3
52959068130,POTASSIUM CHLORIDE CR,POTASSIUM CHLORIDE MICROENCAPSULATED CRYSTALS CR,79700030100440,Potassium Chloride Microencapsulated Crys CR Tab 20 mEq,TBCR,OR,60110,POTASSIUM CHLORIDE,20 MEQ,09/10/2003,,1430531,1430531001,OTHER PPP TREATMENTS,2,POTASSIUM,3
55887058090,POTASSIUM CHLORIDE CR,POTASSIUM CHLORIDE MICROENCAPSULATED CRYSTALS CR,79700030100430,Potassium Chloride Microencapsulated Crys CR Tab 10 mEq,TBCR,OR,60110,POTASSIUM CHLORIDE,10 MEQ,08/20/2004,02/02/2009,1324423,1324423005,OTHER PPP TREATMENTS,2,POTASSIUM,3
55887058082,POTASSIUM CHLORIDE CR,POTASSIUM CHLORIDE MICROENCAPSULATED CRYSTALS CR,79700030100430,Potassium Chloride Microencapsulated Crys CR Tab 10 mEq,TBCR,OR,60110,POTASSIUM CHLORIDE,10 MEQ,08/20/2004,,1324423,1324423005,OTHER PPP TREATMENTS,2,POTASSIUM,3
55045300901,POTASSIUM CHLORIDE CR,POTASSIUM CHLORIDE MICROENCAPSULATED CRYSTALS CR,79700030100430,Potassium Chloride Microencapsulated Crys CR Tab 10 mEq,TBCR,OR,60110,POTASSIUM CHLORIDE,10 MEQ,09/27/2005,04/12/2014,1324412,1324412002,OTHER PPP TREATMENTS,2,POTASSIUM,3
66336011260,POTASSIUM CHLORIDE CR,POTASSIUM CHLORIDE MICROENCAPSULATED CRYSTALS CR,79700030100430,Potassium Chloride Microencapsulated Crys CR Tab 10 mEq,TBCR,OR,60110,POTASSIUM CHLORIDE,10 MEQ,08/14/2006,04/12/2014,1324432,1324432001,OTHER PPP TREATMENTS,2,POTASSIUM,3
66336011228,POTASSIUM CHLORIDE CR,POTASSIUM CHLORIDE MICROENCAPSULATED CRYSTALS CR,79700030100430,Potassium Chloride Microencapsulated Crys CR Tab 10 mEq,TBCR,OR,60110,POTASSIUM CHLORIDE,10 MEQ,02/17/2011,04/12/2014,,,OTHER PPP TREATMENTS,2,POTASSIUM,3
